
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,0.0
3.0,0.0
3.0,0.0
3.0,0.0
9.0,0.0
9.0,0.0
9.0,0.0
9.0,0.0
18.0,0.0
18.0,0.0
18.0,0.0
18.0,0.0
18.0,0.0
18.0,0.0
30.0,-1.0
30.0,-1.0
30.0,-1.0
30.0,-1.0
45.0,-1.0
45.0,-1.0
45.0,-1.0
45.0,-1.0
61.0,-2.0
61.0,-2.0
61.0,-2.0
61.0,-2.0
61.0,-2.0
77.0,-2.0
77.0,-2.0
77.0,-2.0
77.0,-2.0
77.0,-2.0
94.0,-3.0
94.0,-3.0
94.0,-3.0
94.0,-3.0
110.0,-3.0
110.0,-3.0
110.0,-3.0
110.0,-3.0
110.0,-3.0
110.0,-3.0
126.0,-4.0
126.0,-4.0
126.0,-4.0
126.0,-4.0
142.0,-4.0
142.0,-4.0
142.0,-4.0
142.0,-4.0
158.0,-5.0
158.0,-5.0
158.0,-5.0
158.0,-5.0
158.0,-5.0
158.0,-5.0
174.0,-5.0
174.0,-5.0
174.0,-5.0
174.0,-5.0
190.0,-6.0
190.0,-6.0
190.0,-6.0
190.0,-6.0
190.0,-6.0
190.0,-6.0
206.0,-6.0
206.0,-6.0
206.0,-6.0
206.0,-6.0
222.0,-7.0
222.0,-7.0
222.0,-7.0
222.0,-7.0
239.0,-8.0
239.0,-8.0
239.0,-8.0
239.0,-8.0
239.0,-8.0
239.0,-8.0
255.0,-8.0
255.0,-8.0
255.0,-8.0
255.0,-8.0
271.0,-9.0
271.0,-9.0
271.0,-9.0
271.0,-9.0
271.0,-9.0
287.0,-9.0
287.0,-9.0
287.0,-9.0
287.0,-9.0
287.0,-9.0
303.0,-10.0
303.0,-10.0
303.0,-10.0
303.0,-10.0
319.0,-10.0
319.0,-10.0
319.0,-10.0
319.0,-10.0
319.0,-10.0
319.0,-10.0
335.0,-11.0
335.0,-11.0
335.0,-11.0
335.0,-11.0
351.0,-11.0
351.0,-11.0
351.0,-11.0
351.0,-11.0
351.0,-11.0
351.0,-11.0
367.0,-12.0
367.0,-12.0
367.0,-12.0
367.0,-12.0
384.0,-12.0
384.0,-12.0
384.0,-12.0
384.0,-12.0
400.0,-13.0
400.0,-13.0
400.0,-13.0
400.0,-13.0
400.0,-13.0
